sampleID,Psi3_Junctions,Psi5_Junctions,Theta_Junctions,All_Junctions,Jaccard_Junctions,Psi3_Junctions_01,Psi5_Junctions_01,Theta_Junctions_01,All_Junctions_01,Jaccard_Junctions_01,Psi3_Junctions_001,Psi5_Junctions_001,Theta_Junctions_001,All_Junctions_001,Jaccard_Junctions_001,Psi3_Junctions_1e_6,Psi5_Junctions_1e_6,Theta_Junctions_1e_6,All_Junctions_1e_6,Jaccard_Junctions_1e_6,Psi3_Genes,Psi5_Genes,Theta_Genes,All_Genes,Jaccard_Genes,Psi3_Genes_01,Psi5_Genes_01,Theta_Genes_01,All_Genes_01,Jaccard_Genes_01,Psi3_Genes_001,Psi5_Genes_001,Theta_Genes_001,All_Genes_001,Jaccard_Genes_001,Psi3_Genes_1e_6,Psi5_Genes_1e_6,Theta_Genes_1e_6,All_Genes_1e_6,Jaccard_Genes_1e_6,no_theta_juncs_in_MIGs,no_jaccard_juncs_in_MIGs,no_MIGs_with_theta_juncs
RD206,11,2,9,22,2,10,2,9,21,2,5,2,6,13,2,2,2,3,7,2,5,1,6,11,2,5,1,6,11,2,4,1,3,7,2,1,1,1,2,2,0,0,0
RD210,11,9,11,31,5,8,3,8,19,4,8,3,7,18,4,7,2,4,13,4,4,3,3,8,2,2,1,3,5,2,2,1,3,5,2,1,1,1,2,2,0,0,0
RD216,11,7,12,30,5,9,6,6,21,5,6,6,4,16,4,6,4,1,11,3,3,2,4,8,0,3,1,1,4,0,2,1,1,3,0,2,0,0,2,0,1,0,1
RD221,11,18,27,56,74,11,10,20,41,59,6,9,13,28,40,2,7,2,11,10,5,10,20,35,52,5,6,16,27,43,2,5,10,17,28,1,4,2,7,7,0,0,0
RD241,11,6,6,23,3,7,3,2,12,3,5,3,1,9,1,3,2,0,5,1,5,3,2,9,2,3,1,0,3,2,2,1,0,2,1,1,1,0,1,1,0,0,0
RD312,11,1,21,33,65,6,0,19,25,42,2,0,9,11,11,0,0,1,1,0,7,1,11,19,54,3,0,9,12,35,0,0,5,5,10,0,0,1,1,0,1,1,1
RD356,11,13,16,40,3,9,12,10,31,3,6,8,5,19,2,6,5,0,11,1,4,4,6,13,0,3,3,4,9,0,0,3,2,4,0,0,2,0,2,0,0,0,0
RD159,10,7,0,17,4,6,7,0,13,4,6,7,0,13,1,1,1,0,2,1,3,4,0,4,3,3,4,0,4,3,3,4,0,4,1,0,1,0,1,1,0,0,0
RD197,10,10,8,28,1,9,9,7,25,0,9,5,6,20,0,0,3,3,6,0,4,4,3,8,1,3,3,3,6,0,3,1,3,6,0,0,1,3,3,0,1,1,1
RD203,10,20,13,43,6,7,18,10,35,3,6,16,6,28,1,3,5,5,13,1,4,6,7,16,4,2,5,5,11,2,1,5,3,8,1,0,2,2,4,1,0,0,0
RD213,10,9,4,23,7,10,7,4,21,7,10,7,4,21,6,7,5,2,14,1,5,6,2,9,3,5,5,2,8,3,5,5,2,8,2,3,3,1,5,0,1,1,1
RD044,9,5,13,27,18,7,3,6,16,14,2,2,5,9,13,0,2,2,4,5,2,2,7,8,7,2,2,2,3,4,0,1,2,2,4,0,1,2,2,2,0,1,0
RD064,9,18,8,35,3,9,16,7,32,3,9,14,5,28,2,2,3,2,7,0,4,5,1,7,2,4,3,1,5,2,4,2,1,5,2,2,2,1,4,0,0,0,0
RD177,9,6,4,19,5,7,6,4,17,4,7,2,3,12,3,0,0,1,1,1,1,3,3,6,4,0,3,3,6,3,0,1,2,3,3,0,0,1,1,1,0,0,0
RD219,9,4,7,20,1,7,4,1,12,1,4,4,1,9,1,2,0,0,2,0,3,0,4,6,1,3,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,0,0
RD228,9,10,14,33,4,8,8,12,28,3,8,8,8,24,3,6,7,2,15,2,4,4,8,15,3,3,4,7,13,3,3,4,6,12,3,2,4,1,6,2,0,0,0
RD263,9,3,9,21,3,9,3,6,18,3,5,3,5,13,3,3,3,2,8,2,3,2,4,7,3,3,2,3,6,3,2,2,2,4,3,2,2,1,3,2,0,0,0
RD266,9,12,9,30,3,4,7,9,20,3,4,6,6,16,2,2,2,0,4,2,4,5,7,15,2,1,2,7,9,2,1,1,5,6,1,1,1,0,1,1,0,2,0
RD272,9,5,8,22,3,9,2,5,16,1,1,2,3,6,0,1,0,2,3,0,2,1,2,5,0,2,0,2,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0
RD278,9,7,6,22,1,4,5,6,15,1,3,4,5,12,1,2,3,2,7,0,3,4,2,8,1,2,3,2,6,1,1,2,1,4,1,0,2,0,2,0,0,0,0
GSS193184,8,17,0,25,1,4,11,0,15,1,2,7,0,9,1,2,5,0,7,1,6,12,0,17,1,2,7,0,9,1,1,4,0,5,1,1,2,0,3,1,0,0,0
RD110,8,7,4,19,4,6,7,4,17,4,6,4,4,14,2,3,2,1,6,1,4,3,1,7,4,3,3,1,6,4,3,2,1,6,2,1,1,0,2,1,0,0,0
RD167,8,13,3,24,4,8,11,3,22,4,6,4,3,13,3,4,3,1,8,2,4,7,3,12,3,4,6,3,12,3,3,3,3,8,2,2,2,1,4,2,0,0,0
RD169,8,4,2,14,2,6,2,2,10,2,4,2,2,8,1,0,0,1,1,0,4,2,0,5,1,2,1,0,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0
RD194,8,5,1,14,0,3,3,1,7,0,3,3,1,7,0,0,1,0,1,0,3,2,1,5,0,1,2,1,3,0,1,2,1,3,0,0,1,0,1,0,0,0,0
RD204,8,5,8,21,3,4,5,5,14,3,4,5,4,13,2,2,4,1,7,1,4,3,3,7,2,3,3,2,6,2,3,3,2,6,2,1,2,1,3,1,0,0,0
RD262,8,4,4,16,2,5,4,4,13,2,2,4,1,7,1,2,4,1,7,0,4,2,1,6,1,2,2,1,4,1,1,2,0,2,1,1,2,0,2,0,0,0,0
RD267,8,15,8,31,3,5,13,6,24,1,5,7,4,16,1,3,3,1,7,1,2,4,5,11,2,1,3,5,9,1,1,2,3,6,1,1,2,1,4,1,0,0,0
RD271,8,9,4,21,7,8,8,2,18,4,6,7,2,15,3,4,6,2,12,0,5,5,0,8,3,5,4,0,7,2,4,3,0,5,1,2,3,0,3,0,0,0,0
RD273,8,5,5,18,5,7,4,3,14,3,2,2,2,6,2,0,1,1,2,1,4,1,3,7,2,3,1,1,4,2,2,0,1,2,1,0,0,1,1,1,0,0,0
RD353,8,5,10,23,5,7,4,8,19,5,6,4,8,18,4,5,2,4,11,3,5,2,3,8,3,4,2,3,7,3,4,2,3,7,3,3,1,2,5,2,0,0,0
GSS291239,7,7,1,15,1,7,4,1,12,1,6,4,1,11,0,5,3,1,9,0,4,6,0,9,1,4,3,0,6,1,3,3,0,5,0,2,2,0,3,0,0,0,0
RD042,7,7,17,31,15,7,7,10,24,10,6,3,6,15,8,0,0,4,4,4,4,3,8,13,6,4,3,5,10,3,3,2,3,7,2,0,0,3,3,1,0,0,0
RD173,7,6,2,15,7,7,6,2,15,5,6,5,1,12,4,4,5,0,9,4,2,2,0,3,3,2,2,0,3,2,1,2,0,2,2,1,2,0,2,2,0,0,0
RD175,7,4,1,12,2,2,4,1,7,2,2,4,1,7,2,0,2,0,2,2,1,1,0,2,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0
RD178,7,3,2,12,1,7,2,2,11,1,4,2,2,8,1,4,2,1,7,0,4,2,0,5,1,4,1,0,5,1,3,1,0,4,1,3,1,0,4,0,0,0,0
RD180,7,6,1,14,2,5,5,1,11,2,2,3,1,6,2,0,1,0,1,0,1,3,0,4,1,1,2,0,3,1,1,2,0,3,1,0,1,0,1,0,0,0,0
RD193,7,9,7,23,5,5,7,6,18,5,5,5,3,13,5,3,5,2,10,2,1,4,2,7,2,1,4,2,7,2,1,3,1,5,2,1,3,0,4,1,0,0,0
RD201,7,4,6,17,3,5,4,5,14,2,3,2,3,8,2,3,2,0,5,2,2,0,5,7,1,1,0,4,5,0,1,0,2,3,0,1,0,0,1,0,0,0,0
RD207,7,6,6,19,6,7,6,5,18,4,6,6,1,13,4,6,3,0,9,3,5,4,2,9,5,5,4,1,8,4,4,4,0,7,4,4,2,0,5,3,0,1,0
RD212,7,6,8,21,7,7,4,7,18,5,7,2,6,15,5,5,1,4,10,2,4,4,2,7,6,4,3,2,6,5,4,2,2,6,5,3,1,2,5,2,0,0,0
RD220,7,6,7,20,0,3,3,6,12,0,3,1,4,8,0,1,0,1,2,0,3,3,4,10,0,2,2,3,7,0,2,1,1,4,0,1,0,0,1,0,0,0,0
RD226,7,5,6,18,5,7,4,4,15,5,7,4,4,15,3,2,4,4,10,1,2,1,2,4,2,2,1,2,4,2,2,1,2,4,2,0,1,2,3,0,0,0,0
RD230,7,6,6,19,6,7,4,6,17,3,3,4,5,12,3,2,3,2,7,1,3,2,3,8,3,3,2,3,8,1,2,2,3,7,1,1,1,1,3,0,0,0,0
RD232,7,6,5,18,0,2,2,4,8,0,2,1,3,6,0,0,0,0,0,0,3,4,2,7,0,2,2,2,5,0,2,1,1,3,0,0,0,0,0,0,0,0,0
RD235,7,6,2,15,8,7,4,2,13,3,7,4,2,13,1,0,0,1,1,0,5,3,1,8,8,5,2,1,7,3,5,2,1,7,1,0,0,1,1,0,0,0,0
RD236,7,11,1,19,3,5,7,1,13,1,5,5,1,11,1,3,1,0,4,1,4,6,1,9,3,3,3,1,5,1,3,3,1,5,1,3,1,0,3,1,0,0,0
RD237,7,6,5,18,0,5,6,2,13,0,5,6,1,12,0,0,0,0,0,0,1,3,2,5,0,0,3,1,4,0,0,3,1,4,0,0,0,0,0,0,0,0,0
RD240,7,7,7,21,3,7,7,5,19,3,7,7,4,18,1,6,5,2,13,1,5,4,4,10,3,5,4,4,10,3,5,4,3,9,1,4,3,1,7,1,0,0,0
RD256,7,13,8,28,1,5,11,4,20,1,5,9,3,17,1,2,5,1,8,0,3,6,2,10,1,3,5,1,9,1,3,4,0,7,1,2,3,0,5,0,0,0,0
RD257,7,3,11,21,1,7,3,4,14,1,4,1,3,8,1,0,0,2,2,0,3,2,3,8,0,3,2,2,7,0,2,1,2,5,0,0,0,2,2,0,0,0,0
RD269,7,7,11,25,2,2,5,8,15,2,2,2,4,8,2,0,1,3,4,0,3,4,6,13,1,0,4,6,10,1,0,2,3,5,1,0,1,2,3,0,0,0,0
RD270,7,10,6,23,6,4,9,5,18,6,4,8,5,17,4,4,7,2,13,2,4,5,3,9,3,3,5,2,7,3,3,5,2,7,2,3,4,1,6,1,0,0,0
RD059,6,1,3,10,1,4,1,2,7,1,2,1,2,5,1,1,0,1,2,1,2,1,2,4,1,2,1,2,4,1,1,1,2,3,1,1,0,1,1,1,0,0,0
RD062,6,0,5,11,2,4,0,2,6,1,2,0,1,3,0,0,0,0,0,0,3,0,3,6,2,2,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
RD112,6,2,1,9,22,4,2,1,7,15,4,2,1,7,10,2,2,1,5,4,2,1,1,3,14,2,1,1,3,9,2,1,1,3,6,1,1,1,2,2,0,0,0
RD164,6,0,10,16,5,6,0,8,14,4,6,0,7,13,2,3,0,1,4,2,2,0,5,6,4,2,0,4,5,4,2,0,4,5,2,1,0,1,2,2,0,0,0
RD170,6,5,3,14,6,5,3,3,11,6,5,3,2,10,4,3,2,1,6,2,2,2,2,5,4,1,1,2,3,4,1,1,2,3,3,1,1,1,3,2,0,0,0
RD176,6,5,2,13,4,4,3,0,7,4,4,1,0,5,3,0,0,0,0,1,2,2,0,3,2,1,2,0,2,2,1,1,0,2,2,0,0,0,0,1,0,0,0
RD209,6,8,8,22,5,6,8,7,21,5,6,8,5,19,5,4,8,2,14,3,1,2,3,5,2,1,2,2,4,2,1,2,1,3,2,1,2,1,3,2,0,0,0
RD218,6,2,7,15,1,5,2,3,10,1,3,2,2,7,0,3,2,1,6,0,2,1,4,6,0,2,1,1,3,0,1,1,1,2,0,1,1,1,2,0,0,0,0
RD246,6,4,4,14,4,4,4,3,11,4,2,3,2,7,4,2,3,1,6,3,3,3,2,7,2,3,3,1,6,2,1,2,1,3,2,1,2,1,3,2,1,0,1
RD265,6,5,8,19,1,3,4,8,15,1,1,4,7,12,1,0,3,4,7,1,2,3,2,7,1,1,2,2,5,1,0,2,2,4,1,0,1,2,3,1,0,0,0
RD283,6,6,2,14,4,6,6,2,14,4,4,4,2,10,4,4,2,1,7,2,3,3,2,7,3,3,3,2,7,3,2,3,2,6,3,2,2,1,5,1,0,0,0
GSS115014,5,12,1,18,3,2,11,1,14,2,2,10,1,13,2,2,5,1,8,0,4,7,1,11,2,1,6,1,7,2,1,6,1,7,2,1,3,1,4,0,0,0,0
RD063,5,4,7,16,4,5,4,5,14,4,5,4,4,13,3,5,2,1,8,1,2,3,3,6,2,2,3,1,4,2,2,3,1,4,2,2,1,1,3,1,0,0,0
RD065,5,2,4,11,6,5,2,4,11,5,3,2,3,8,1,3,2,2,7,1,2,1,2,5,2,2,1,2,5,2,1,1,2,4,1,1,1,1,3,1,0,0,0
RD168,5,0,2,7,5,3,0,2,5,5,3,0,2,5,3,1,0,1,2,1,3,0,2,4,3,2,0,2,3,3,2,0,2,3,3,1,0,1,2,1,0,0,0
RD172,5,2,3,10,1,3,2,2,7,1,3,2,2,7,1,3,0,1,4,1,4,1,2,7,1,2,1,1,4,1,2,1,1,4,1,2,0,1,3,1,0,0,0
RD179,5,0,2,7,3,5,0,1,6,3,5,0,1,6,1,3,0,0,3,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0
RD181,5,7,1,13,1,5,7,1,13,1,4,5,1,10,1,2,3,0,5,0,4,3,0,6,1,4,3,0,6,1,3,2,0,4,1,1,2,0,2,0,0,0,0
RD195,5,4,8,17,4,5,1,6,12,1,5,1,1,7,0,1,1,0,2,0,4,2,3,8,3,4,1,1,5,1,4,1,0,4,0,1,1,0,1,0,0,0,0
RD215,5,14,8,27,1,3,14,6,23,1,3,14,4,21,1,3,12,3,18,0,3,2,4,9,1,3,2,2,7,1,3,2,1,6,1,3,1,1,5,0,0,0,0
RD217,5,9,9,23,3,4,8,7,19,3,2,6,5,13,1,0,0,1,1,0,1,3,4,8,0,0,3,2,5,0,0,2,1,3,0,0,0,0,0,0,0,0,0
RD223,5,5,7,17,1,2,5,5,12,1,2,3,4,9,0,2,3,2,7,0,2,3,2,6,1,0,3,2,5,1,0,2,1,3,0,0,2,1,3,0,0,0,0
RD227,5,8,4,17,5,3,8,3,14,3,3,8,3,14,3,3,3,2,8,2,2,4,4,9,4,2,4,3,8,3,2,4,3,8,3,2,2,2,5,2,0,0,0
RD229,5,3,6,14,5,5,3,5,13,3,5,3,1,9,3,4,3,1,8,1,3,1,3,6,2,3,1,3,6,1,3,1,0,3,1,2,1,0,2,0,0,0,0
RD231,5,2,5,12,1,5,1,4,10,1,5,0,3,8,1,2,0,0,2,1,4,2,4,10,0,4,1,4,9,0,4,0,3,7,0,1,0,0,1,0,0,0,0
RD233,5,10,7,22,1,5,8,5,18,1,5,6,2,13,0,4,0,0,4,0,2,3,2,7,1,2,2,1,5,1,2,1,0,3,0,2,0,0,2,0,0,0,0
RD239,5,9,5,19,0,4,7,5,16,0,2,7,4,13,0,2,3,1,6,0,3,5,3,9,0,2,3,3,6,0,1,3,3,6,0,1,2,0,2,0,0,0,0
RD249,5,14,7,26,1,5,9,3,17,1,4,7,3,14,1,4,0,1,5,0,3,5,2,9,1,3,4,1,7,1,2,3,1,5,1,2,0,0,2,0,0,0,0
RD281,5,6,3,14,3,4,4,2,10,3,2,3,1,6,1,0,3,0,3,0,3,2,2,6,2,2,2,1,4,2,1,1,1,2,1,0,1,0,1,0,0,0,0
RD311,5,0,8,13,0,5,0,3,8,0,5,0,3,8,0,3,0,1,4,0,2,0,5,7,0,2,0,2,4,0,2,0,2,4,0,1,0,0,1,0,0,0,0
RD056,4,1,6,11,1,3,1,6,10,1,3,1,4,8,1,0,0,0,0,0,3,0,4,7,1,2,0,4,6,1,2,0,3,5,1,0,0,0,0,0,0,0,0
RD061,4,2,4,10,2,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,2,1,2,5,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD165,4,1,11,16,8,2,0,11,13,8,2,0,11,13,7,0,0,3,3,4,1,1,1,3,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0
RD174,4,3,0,7,5,4,3,0,7,4,4,3,0,7,3,2,3,0,5,3,3,2,0,4,4,3,2,0,4,3,3,2,0,4,2,1,2,0,2,2,0,0,0
RD183,4,2,3,9,0,3,2,3,8,0,3,2,3,8,0,2,2,0,4,0,3,1,0,3,0,2,1,0,2,0,2,1,0,2,0,1,1,0,1,0,0,0,0
RD192,4,5,4,13,1,4,1,3,8,1,4,1,3,8,1,0,1,2,3,1,1,2,2,5,1,1,1,1,3,1,1,1,1,3,1,0,1,1,2,1,0,0,0
RD224,4,17,8,29,0,4,10,6,20,0,2,0,5,7,0,2,0,2,4,0,1,4,3,7,0,1,3,3,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0
RD245,4,4,6,14,3,0,4,5,9,2,0,3,5,8,2,0,2,4,6,0,1,2,4,7,3,0,2,3,5,2,0,2,3,5,2,0,1,2,3,0,0,0,0
RD111,3,3,2,8,35,2,1,2,5,21,2,1,2,5,15,2,1,2,5,4,2,2,2,6,26,1,1,2,4,13,1,1,2,4,9,1,1,2,4,2,0,1,0
RD182,3,2,2,7,3,3,2,1,6,2,2,2,1,5,2,2,2,0,4,0,2,1,1,3,1,2,1,0,2,1,1,1,0,1,1,1,1,0,1,0,1,0,1
RD184,3,4,1,8,1,2,4,0,6,0,2,4,0,6,0,0,4,0,4,0,1,2,0,2,1,1,2,0,2,0,1,2,0,2,0,0,2,0,2,0,0,0,0
RD202,3,2,6,11,1,3,2,6,11,0,3,2,2,7,0,2,2,2,6,0,2,1,2,4,1,2,1,2,4,0,2,1,1,3,0,1,1,1,2,0,0,0,0
RD205,3,2,6,11,2,3,2,3,8,2,3,2,3,8,1,1,1,2,4,1,2,2,4,7,2,2,2,1,4,2,2,2,1,4,1,1,1,1,2,1,0,0,0
RD234,3,2,6,11,0,2,2,3,7,0,2,1,2,5,0,0,0,0,0,0,2,1,3,5,0,2,1,1,3,0,2,1,1,3,0,0,0,0,0,0,0,0,0
RD279,3,13,6,22,4,2,13,4,19,3,2,13,4,19,2,0,1,2,3,0,1,2,3,5,4,1,2,2,4,3,1,2,2,4,2,0,1,1,2,0,0,0,0
RD057,2,3,6,11,1,1,3,3,7,0,1,1,3,5,0,0,1,2,3,0,2,1,2,5,0,1,1,1,3,0,1,1,1,3,0,0,1,1,2,0,0,0,0
RD166,2,1,7,10,1,2,1,4,7,1,2,1,3,6,1,1,0,0,1,1,2,1,3,5,1,2,1,2,4,1,2,1,2,4,1,1,0,0,1,1,0,0,0
RD188,2,4,3,9,3,2,2,2,6,2,0,2,1,3,1,0,2,0,2,0,0,2,2,3,1,0,1,1,2,1,0,1,1,2,1,0,1,0,1,0,0,0,0
RD238,2,0,7,9,0,2,0,3,5,0,2,0,3,5,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RD253,2,4,10,16,2,2,4,8,14,1,0,4,5,9,1,0,0,3,3,1,0,1,3,4,2,0,1,3,4,1,0,1,1,2,1,0,0,1,1,1,0,0,0
RD313,2,4,4,10,4,1,4,2,7,4,1,4,2,7,2,1,3,0,4,0,2,3,1,5,2,1,3,0,4,2,1,3,0,4,0,1,2,0,3,0,0,0,0
RD160,1,9,2,12,2,1,9,2,12,1,1,6,2,9,1,0,1,2,3,1,1,5,2,7,1,1,5,2,7,1,1,4,2,6,1,0,1,2,3,1,0,0,0
RD171,1,3,1,5,4,1,3,1,5,2,1,3,1,5,2,1,0,0,1,1,1,2,1,3,2,1,2,1,3,1,1,2,1,3,1,1,0,0,1,1,0,0,0
RD186,1,0,2,3,0,1,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD247,1,0,8,9,1,0,0,5,5,1,0,0,4,4,1,0,0,2,2,0,1,0,4,5,1,0,0,2,2,1,0,0,2,2,1,0,0,1,1,0,1,0,1
RD252,1,0,7,8,0,1,0,4,5,0,1,0,3,4,0,0,0,0,0,0,1,0,2,3,0,1,0,1,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0
RD352,1,6,2,9,0,1,3,1,5,0,0,2,0,2,0,0,2,0,2,0,1,4,1,6,0,1,2,0,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0
GSS115784,0,4,222,226,158,0,4,106,110,67,0,3,45,48,8,0,0,8,8,1,0,3,187,190,133,0,3,86,89,60,0,2,38,40,7,0,0,8,8,1,11,11,10
GSS178184,0,135,397,532,442,0,90,199,289,159,0,45,92,137,67,0,14,4,18,2,0,91,330,414,353,0,65,175,239,125,0,33,80,113,49,0,9,3,12,1,20,27,18
RD060,0,2,2,4,1,0,2,2,4,1,0,2,1,3,1,0,2,0,2,1,0,1,2,3,1,0,1,2,3,1,0,1,1,2,1,0,1,0,1,1,0,0,0
RD113,0,0,3,3,3,0,0,2,2,3,0,0,2,2,0,0,0,0,0,0,0,0,3,3,3,0,0,2,2,3,0,0,2,2,0,0,0,0,0,0,1,0,1
RD114,0,2,2,4,3,0,1,2,3,3,0,1,2,3,1,0,1,1,2,1,0,2,1,3,3,0,1,1,2,3,0,1,1,2,1,0,1,1,2,1,0,0,0
RD138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD139,0,0,0,0,1598,0,0,0,0,1132,0,0,0,0,681,0,0,0,0,140,0,0,0,0,1099,0,0,0,0,816,0,0,0,0,501,0,0,0,0,108,0,76,0
RD142,0,0,0,0,1928,0,0,0,0,1309,0,0,0,0,748,0,0,0,0,134,0,0,0,0,1295,0,0,0,0,914,0,0,0,0,542,0,0,0,0,101,0,82,0
RD156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD161,0,1,3,4,1,0,1,3,4,0,0,0,3,3,0,0,0,0,0,0,0,1,1,2,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RD214,0,0,3,3,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
RD225,0,1,2,3,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,2,3,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
RD276,0,0,5,5,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0
RD453,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1,0
RD467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD534,0,2,1,3,517,0,0,1,1,248,0,0,1,1,96,0,0,0,0,5,0,1,0,1,413,0,0,0,0,207,0,0,0,0,81,0,0,0,0,4,0,25,0
RD535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD540,0,2,23,25,0,0,2,16,18,0,0,0,7,7,0,0,0,0,0,0,0,1,19,20,0,0,1,13,14,0,0,0,6,6,0,0,0,0,0,0,1,0,1
UDN077682,0,0,0,0,22,0,0,0,0,12,0,0,0,0,5,0,0,0,0,2,0,0,0,0,20,0,0,0,0,10,0,0,0,0,3,0,0,0,0,1,0,1,0
UDN240668,0,0,0,0,200,0,0,0,0,102,0,0,0,0,43,0,0,0,0,5,0,0,0,0,177,0,0,0,0,88,0,0,0,0,38,0,0,0,0,5,0,9,0
UDN529280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
